0,0.296507588,-0.491238015,-0.356915889,-0.581450704,-0.406184601,-0.491532426,-0.712955497,-0.508001499,-0.474421823,-0.405779142,0.061184201,-0.144078902,0.043822613,0.201000256,0.418317525,-0.42709114,-0.295739035,0.146821313,1.425564983,-0.610044624,0.673972413,-0.655465568,-0.221578231,0.590192119,0.726634979,-0.542353888,-0.577798081,1.377685866,0.022430618,-0.190767308,0.554666816,0.027091086,-0.188155428,0.257796308,-0.146628373,-0.381751044,-0.217757484,-0.346313789,0.459536872,0.557793985,-0.14005544,-0.417092658,-0.121773499,-0.320061943,0.680371153,0.7865231,0.146531231,-0.389523139,-0.400422005,0.247374287,0.003017907,0.147879845
1,0.43199347,-0.303480337,-0.210572978,-0.325331492,0.049042422,-0.24287837,-0.395643778,-0.175634912,-0.26746418,-0.097706203,0.55087984,-0.025186421,0.08833964,0.16818209,0.380339049,-0.2545908,-0.182290653,0.594472412,1.647967033,0.150345202,0.510013194,-0.437149527,-0.26072854,0.410055647,0.766974106,-0.282791931,-0.454954342,0.730969464,0.013988069,-0.23296318,0.419530624,-0.107446535,-0.267470382,0.082205066,-0.136593948,-0.161290239,-0.084780586,-0.256158985,0.293533911,0.18751946,-0.127157921,-0.299881309,-0.078956524,-0.27852116,0.475070862,0.368304384,0.374801345,-0.314855467,-0.335593839,0.163736849,0.039819921,0.144092379
2,0.32987457,-0.237546366,-0.189947823,-0.263738323,0.223303192,-0.172336979,-0.257365575,-0.104858556,-0.289980894,-0.076880589,0.489274819,0.028441179,0.095127774,0.144450504,0.249922487,-0.192102697,-0.132101486,-0.157012727,1.041906194,0.168551747,0.278944722,-0.310824222,-0.32523174,0.36157245,0.618983206,-0.065683997,-0.4088652,0.487746723,-0.006539979,-0.222214677,0.217198305,-0.128753717,-0.211743259,0.113150377,-0.138901739,-0.122478359,-0.048607473,-0.230964011,0.322157114,0.107101017,-0.148095492,-0.218166937,-0.043080223,-0.24764559,0.316735256,0.232015835,0.374440832,-0.276895166,-0.277441336,0.239130826,0.008287212,0.193124936
3,0.329262145,-0.182344176,-0.14671195,-0.192540593,0.310754622,-0.046180776,-0.176899384,-0.063473086,-0.203152537,-0.084712796,0.386727609,0.010591625,0.062056972,0.221894714,0.245060843,-0.164528165,-0.098173495,0.148351332,0.504384663,0.358275142,0.31271114,-0.239165148,-0.351728436,0.185089151,0.472956777,0.036438538,-0.377092679,0.358599864,-0.011881843,-0.217835089,0.092706442,-0.162666724,-0.211439153,0.107433136,-0.082399026,0.049881891,-0.018547776,-0.187422911,0.228312021,0.022125454,-0.130196415,-0.179654419,-0.019390578,-0.20831685,0.190626158,0.098742342,0.353271433,-0.229355831,-0.219007332,0.124609872,0.075337305,0.128623721
4,0.313243052,-0.115005157,-0.132395874,-0.152211927,0.27365276,-0.022042932,-0.058377596,-0.038039976,-0.20663617,-0.039810941,0.304933992,0.025170978,0.079398014,0.066691596,0.182866199,-0.117896487,-0.035275957,0.44363452,0.284658142,0.219205471,0.139685417,-0.168728526,-0.370292019,0.208509088,0.385548258,0.171105194,-0.344861553,0.282674688,-0.009262248,-0.225968419,0.013023433,-0.194965351,-0.214198744,0.023032385,-0.101844913,0.063254837,-0.01624319,-0.155980374,0.179038453,-0.00749486,-0.160700637,-0.153665031,-0.029289169,-0.230445764,0.063111035,0.02630567,0.31426445,-0.203709863,-0.183507499,0.127139621,-0.015085092,0.116096937
5,0.300434486,-0.04384131,-0.137262247,-0.110453815,0.32246271,0.008252344,0.029429758,-0.038477592,-0.184895212,-0.079621025,0.268202781,0.055296085,0.005215612,0.011253874,0.143011863,-0.115326203,-0.057607354,0.067823934,0.126463422,0.299124222,0.19646494,-0.141505628,-0.390653802,0.085347227,0.24317597,0.116862512,-0.321622679,0.20822764,-0.055956731,-0.239070012,-0.009892366,-0.20148277,-0.216441363,0.013427024,-0.097484204,0.130445279,-0.000653985,-0.113812383,0.157789524,-0.001273235,-0.142082855,-0.103103567,-0.007425838,-0.174913163,-0.000647049,-0.008484392,0.3244714,-0.201181395,-0.129368454,0.109336769,0.001460253,0.190311069
6,0.310191088,0.012245626,-0.12411071,-0.09599425,0.270237393,-0.002096748,0.097120117,-0.044893815,-0.130857094,-0.112942822,0.196728008,-0.03024595,0.074085961,0.018242861,0.111599903,-0.107655445,-0.051313459,0.223741909,0.077545924,0.240414518,0.105688849,-0.091989782,-0.331460936,0.100640436,0.166853281,0.149959368,-0.28624177,0.136838438,-0.05197091,-0.222404809,-0.063212127,-0.210232738,-0.168439863,0.026544953,-0.059130194,0.122146714,0.048536075,-0.075098988,0.116821506,-0.06159409,-0.153164116,-0.111475791,-0.00395082,-0.16763572,-0.002238369,-0.059181225,0.253621942,-0.128997858,-0.09094405,0.11113553,0.025371388,0.143821378
7,0.334433916,0.008645711,-0.141095704,-0.048779265,0.289674865,0.047245885,0.16203825,-0.021612055,-0.138437483,-0.095133972,0.18545423,0.001334791,0.033508884,-0.06335697,0.109343956,-0.053515989,-0.04071983,-0.086344817,-0.001169804,0.45152076,0.009323588,-0.071966047,-0.345087883,0.055411289,0.137353778,0.151469634,-0.258880722,0.06243365,-0.034101808,-0.173755781,-0.030837559,-0.182054676,-0.168610909,0.040422359,-0.051417649,0.118707764,0.01895076,-0.0875248,0.091543366,-0.016064042,-0.136448694,-0.077970738,-0.007255355,-0.164792016,-0.013074764,-0.039365929,0.215382342,-0.121287272,-0.080190638,0.128812199,-0.031606896,0.185523231
8,0.358874038,0.055190058,-0.128547046,-0.02943833,0.217253898,0.073609387,0.212004263,-0.026005261,-0.116136702,-0.036977509,0.119560685,0.075718899,0.016387576,0.099726401,0.093986616,0.015168517,-0.05483494,0.04047689,0.108220793,0.337347256,0.133405265,-0.066264883,-0.320797453,0.068063167,0.017241544,0.137927594,-0.259482626,0.031334331,-0.05507347,-0.216369145,-0.035489028,-0.155436198,-0.176492349,-0.014689188,-0.054115139,0.138341842,0.0133128,-0.04321678,0.072168962,0.00932632,-0.126996511,-0.09379309,0.012297635,-0.149664547,0.007798176,-0.049896034,0.239832326,-0.100893852,-0.068199295,0.051205358,0.013360451,0.153904851
9,0.377755422,0.029881859,-0.142951282,-0.0312848,0.223145655,0.025947595,0.181955687,-0.034016752,-0.172102398,-0.098834055,0.113416327,-0.010298221,0.01067361,0.076952842,0.060562049,-0.020640715,-0.013494887,-0.067056076,-0.000580635,0.351542851,0.094569046,-0.068508534,-0.300923611,0.012287818,0.009567624,0.145484245,-0.227957023,-0.015559459,-0.027949774,-0.18650282,-0.037167569,-0.185052193,-0.135487528,-0.019725531,-0.047737985,0.064602397,0.019464909,-0.047948432,0.060939052,-0.067420701,-0.142030411,-0.079570486,-5.17E-05,-0.147428774,-0.041636088,-0.039642302,0.066150799,-0.090305095,-0.026760742,0.09090757,-0.038927644,0.098917484
