,ind cell,total index,TARPg3,Islet1,Pax6,DAPI,CD15,GLT-1,Cav3.1,DAPI,CABP5,SCGN,Kv2.2,DAPI,CAVIII,Rec,DAPI,Calb,PKC,Parv,DAPI
,21_s2m5_cell 5,cell 3523,1825.593,2381.178,1977.097,3023.111,1251.935,1627.746,1120.968,1181.496,2530.649,607.913,2292.841,1753.998,1985.5,2167.55,1587.458,1230.506,2050.016,799.327,3956.119
,21_s2m5_cell 6,cell 3524,1905.329,1711.157,604.636,261.997,1485.414,1646.732,1063.107,222.792,2089.618,586.693,2187.401,218.538,1660.395,1634.168,244.358,1183.407,2023.948,865.69,382.041
,21_s2m5_cell 7,cell 3525,1970.712,6705.103,793.097,4120.127,1277.4,1696.185,1291.441,1576.892,3672.348,546.735,2284.641,2165.738,3729.133,2329.628,2006.243,1279.219,3653.553,804.955,5380.415
,21_s2m5_cell 8,cell 3526,1874.472,2705.912,2487.516,3881.16,1294.309,1762.761,1298.232,1524.042,2809.972,660.466,2316.307,2002.412,2080.271,1958.388,1865.995,1261.383,1876.334,591.811,5164.666
,21_s2m5_cell 9,cell 3527,2028.537,1696.313,664.308,3674.06,1301.342,1885.467,1502.935,1447.852,4527.377,557.099,2264.174,1788.586,2410.729,2559.702,1693.262,1331.748,3298.398,2080.87,4533.035
,21_s2m5_cell 10,cell 3528,1925.592,1710.424,678.27,262.391,1490.299,1542.043,1085.464,220.329,2165.704,754.296,2211.102,230.73,1671.401,1630.707,253.24,1161.312,2004.26,850.237,394.73
,21_s2m5_cell 11,cell 3529,2615.08,5676.104,665.823,3773.805,1324.627,1648.592,1189.103,1533.495,3096.878,610.637,2270.535,1826.927,2393.713,2256.348,1633.625,1293.778,2676.395,887.785,5227.158
,21_s2m5_cell 12,cell 3530,1737.75,2418.047,1411.09,4515.069,1247.76,1766.375,1063.278,1762.913,2752.458,502.089,2228.156,2267.422,2270.05,2293.681,2032.167,1240.389,2677.83,601.095,5747.856
,21_s2m5_cell 13,cell 3531,1647.359,3040.698,3362.033,2850.79,1271.792,1731.641,1114.656,1141.228,2300.346,943.279,2360.254,1658.692,1872.269,1899.159,1543.351,1180.551,1869.744,518.669,4074.172
,21_s2m5_cell 14,cell 3532,1617.474,5093.788,7868.868,2634.029,1280.907,1527.705,1261.526,967.648,2193.855,535.334,2296.197,1082.054,1553.93,1626.72,1035.935,1359.285,1221.181,483.137,2381.567
,21_s2m5_cell 15,cell 3533,1906.505,2756.804,654.763,3472.206,1273.179,1625.36,1253.663,1343.718,4441.554,496.716,2256.835,1667.757,2441.502,2506.879,1531.156,1501.508,4466.613,2126.221,4400.9
,21_s2m5_cell 16,cell 3534,1607.884,2654.402,2680.242,3799.152,1238.013,1616.914,1109.035,1513.01,2758.002,501.04,2283.891,2017.311,2318.732,2137.24,1770.258,1248.417,3343.836,650.717,4998.288
,21_s2m5_cell 17,cell 3535,1728.966,9285.525,12810.873,2869.03,1262.835,1613.278,1396.379,1051.813,2487.938,534.972,2473.667,1695.29,1909.943,1832.036,1586.365,1246.536,2111.766,597.837,4073.01
,21_s2m5_cell 18,cell 3536,1685.077,1464.351,621.901,2344.802,1324.973,1686.73,1290.441,992.27,4402.327,498.193,2344.715,1362.188,3319.46,2466.294,1299.874,2790.713,5215.76,2577.248,3641.196
,21_s2m5_cell 19,cell 3537,1373.84,3975.384,4903.73,3009.556,1205.001,1482.404,1119.264,1157.284,2250.837,469.107,2275.605,1801.754,1652.192,1759.688,1685.343,1166.155,1442.038,492.933,4247.678
,21_s2m5_cell 20,cell 3538,1950.555,5041.268,1846.482,4571.763,1288.621,1526.794,1105.48,1756.123,2773.213,497.024,2269.921,2293.312,2297.671,1974.482,1983.375,1279.825,2799.921,693.36,6084.566
,21_s2m5_cell 21,cell 3539,2093.415,2634.111,2417.148,2894.073,1312.385,1620.272,1150.886,1046.573,3079.824,625.105,2334.085,1335.127,2221.938,3369.422,1268.909,1651.142,9468.698,12656.295,3412.332
,21_s2m5_cell 22,cell 3540,1718.744,7456.231,712.79,4447.173,1254.406,1537.854,1055.687,1727.035,3448.487,487.893,2267.583,2177.192,3361.953,2082.503,1905.934,1295.326,3405.922,660.666,6192.066
,21_s2m5_cell 23,cell 3541,1453.559,2449.843,2271.98,3381.698,1251.57,1514.606,1061.725,1332.616,2325.885,488.979,2265.028,1901.465,1742.691,1833.681,1818.789,1298.881,1754.269,725.425,4568.354
,21_s2m5_cell 24,cell 3542,1623.919,2179.16,914.426,4597.963,1268.298,1743.745,1233.301,1592.595,3501.84,504.416,2266.849,1884.632,2215.181,3035.936,1708.348,1948.905,2395.528,1187.658,5503.623
,21_s2m5_cell 25,cell 3543,2258.698,1775.26,607.356,325.481,1556.563,2208.952,1719.334,311.604,3462.097,942.127,2484.873,273.179,2537.612,23745.516,337.183,2630.583,7911.958,9681.282,584.262
,21_s2m5_cell 26,cell 3544,1568.587,3159.229,3146.869,4964.148,1272.447,1599.265,1181.76,1734.687,2678.967,455.355,2311.595,2026.307,2006.771,2085.866,1786.74,1369.335,1558.137,632.517,5459.86
,21_s2m5_cell 27,cell 3545,1457.537,1723.35,612.576,251.676,1450.035,1498.715,1045.529,199.082,2115.387,486.615,2155.541,207.611,1574.195,1595.209,254.846,1124.217,1996.996,1098.039,356.605
,21_s2m5_cell 28,cell 3546,1804.676,2212.39,624.929,3911.251,1301.838,1649.148,1225.998,1415.171,3997.617,520.204,2295.463,1721.176,2114.298,2266.04,1598.091,3736.038,2494.402,1138.976,4945.251
,21_s2m5_cell 29,cell 3547,1479.976,2246.915,1770.673,4325.102,1243.395,1607.806,1212.486,1470.867,2800.711,466.269,2304.49,1814.976,1941.276,2012.517,1638.299,1368.459,1655.918,704.017,4950.871
,21_s2m5_cell 30,cell 3548,1337.948,3185.8,3658.69,3061.518,1173.462,1473.074,1083.818,1098.476,2223.25,481.419,2235.841,1584.599,1572.023,1780.59,1519.042,1266.065,1800.68,947.988,3876.257
,21_s2m5_cell 31,cell 3549,1484.602,6675.456,1146.625,4359.903,1215.694,1504.12,1059.846,1493.151,3193.759,471.268,2265.874,1871.02,3433.586,1993.683,1670.474,1289.074,3031.395,722.965,5374.094
,21_s2m5_cell 32,cell 3550,1619.664,2597.11,2426.645,2793.324,1264.147,1525.144,1133.912,977.828,2833.454,513.918,2306.153,1261.34,2208.707,2356.912,1163.479,1529.405,7259.785,8643.136,2968.091
,21_s2m5_cell 33,cell 3551,1477.979,1709.815,699.268,246.895,1453.295,1518.055,1071.517,192.495,2181.822,603.818,2188.966,206.188,1943.723,1600.471,256.142,1186.102,2346.569,941.428,354.778
,21_s2m5_cell 34,cell 3552,1529.032,1701.719,626.655,271.084,1558.716,1853.61,1073.216,238.013,2168.436,666.074,2188.745,221.016,1685.794,1768.513,271.255,1156.229,2507.223,862.506,379.674
,21_s2m5_cell 35,cell 3553,1800.029,4963.272,1428.478,4209.401,1228.62,1504.48,1064.629,1396.246,2595.761,822.538,2338.141,1723.471,1977.317,2265.449,1495.756,1270.417,2155.01,898.564,5080.085
,21_s2m5_cell 36,cell 3554,1595.83,3394.388,3758.252,3158.038,1413.537,1621.681,1165.566,1139.77,2828.719,568.158,2360.06,1861.072,2053.849,1918.29,1751.564,1300.271,2902.813,1041.76,4147.914
,21_s2m5_cell 37,cell 3555,1490.213,5101.824,1079.474,4720.151,1278.325,1641.993,1060.501,1633.318,3231.66,513.61,2291.084,1913.918,3365.821,2959.037,1651.097,1326.251,3942.432,671.069,5806.521
,21_s2m5_cell 38,cell 3556,1530.416,2864.966,3191.937,4961.53,1313.39,1612.578,1142.066,1546.678,2949.168,496.436,2336.507,1954.359,2247.134,2197.387,1704.892,1335.729,2793.094,884.171,5306.732
,21_s2m5_cell 39,cell 3557,1487.006,6703.647,687.061,3528.683,1281.529,1670.798,1062.859,1402.724,3247.263,546.445,2254.138,1858.449,3516.718,3193.01,1634.724,1310.186,2611.984,932.971,5573.41
,21_s2m5_cell 40,cell 3558,1771.361,2155.289,2077.398,4655.353,1325.425,1566.59,1113.939,1626.013,2837.595,1299.234,2553.171,2333.44,1945.701,1976.495,2149.873,1345.913,1508.283,752.024,5990.919
,21_s2m5_cell 41,cell 3559,1470.43,2786.038,2995.789,4519.199,1304.008,1549.11,1143.953,1656.332,2800.148,496.008,2334.746,2081.374,2012.304,2167.761,1782.495,1355.106,1672.862,796.611,5702.472
,21_s2m5_cell 42,cell 3560,1601.73,4145.848,619.558,2820.907,1206.99,1564.657,1133.222,1024.486,2749.467,750,2319.176,1377.639,2062.371,2839.549,1226.477,1261.435,2239.691,1474.366,3310.529
,21_s2m5_cell 43,cell 3561,1740.354,1580.289,535.636,331.435,1306.951,2261.728,1533.378,296.828,2692.531,858.311,2394.51,266.954,2057.427,18479.152,335.736,2161.396,7152.716,9059.725,650.833
,21_s2m5_cell 44,cell 3562,1533.12,4376.21,4997.734,2354.196,1370.238,1677.756,1233.896,903.992,2717.031,3011.101,2873.384,1468.42,1840.056,2127.157,1445.762,1327.255,1436.073,709.569,3881.695
,21_s2m5_cell 45,cell 3563,1817.805,2193.339,828.089,4512.159,1402.108,1636.242,1158.661,1617.74,3061.957,512.746,2389.018,1957.782,2310.839,2145.73,1633.555,1439.124,2575.693,1248.951,5997.689
,21_s2m5_cell 46,cell 3564,1529.27,2887.337,1452.638,3699.623,1321.965,1554.96,1110.377,1342.028,2766.839,517.31,2306.658,1676.19,1920.918,2366.618,1477.197,2669.222,3788.886,3957.095,4549.575
,21_s2m5_cell 47,cell 3565,1407.572,1708.545,633.653,271.432,1584.613,1803.13,1122.321,231.636,2286.794,662.587,2224.93,222.247,1610.702,1786.436,267.819,1227.957,1653.489,948.191,399.762
,21_s2m5_cell 48,cell 3566,1247.951,2143.092,555.339,2625.259,1172.062,1559.829,1448.467,985.416,4646.598,479.742,2242.33,1329.635,1588.952,2446.446,1218.062,1467.28,2235.778,1793.161,3295.005
,21_s2m5_cell 49,cell 3567,1305.132,3247.563,3605.071,4692.795,1299.597,1521.423,1139.155,1680.019,2653.28,678.354,2365.485,2269.326,1887.291,2005.994,2040.929,1281.327,1643.022,598.515,5965.711
,21_s2m5_cell 50,cell 3568,1306.212,3129.94,3354.677,3961.194,1415.376,1577.361,1112.794,1364.857,2614.17,626.704,2318.343,2040.46,1899.934,1976.409,1899.534,1284.899,1374.69,645.003,5140.938
,21_s2m5_cell 51,cell 3569,1266.236,3296.353,1692.224,4747.625,1244.05,1655.758,1071.305,1705.776,2787.187,477.417,2255.083,1991.469,2390.89,2489.994,1761.35,1244.727,2319.605,605.652,5665.692
,21_s2m5_cell 52,cell 3570,1183.393,1529.886,569.925,243.652,1562.363,1457.492,983.919,195.09,2042.309,594.976,2178.739,197.52,1781.643,1577.159,244.757,1106.619,2318.406,881.883,343.985
,21_s2m5_cell 53,cell 3571,1038.534,2844.98,3123.833,3651.958,1210.903,1485.189,1132.656,1393.515,2178.86,481.739,2247.271,2039.477,1599.047,1859.891,1891.818,1159.18,1898.981,900.327,4964.74
,21_s2m5_cell 54,cell 3572,1775.218,4084.557,544.164,3272.747,1255.464,1519.47,1118.238,1218.062,2668.689,654.669,2260.132,1533.277,2107.995,2340.134,1400.037,1342.012,3166.5,1582.593,3789.929
,21_s2m5_cell 55,cell 3573,1226.805,1581.892,620.37,268.195,1528.283,1745.081,1080.539,233.542,2324.323,791.236,2238.596,216.367,1689.99,1908.148,266.465,1242.808,2092.788,1296.626,396.114
,21_s2m5_cell 56,cell 3574,1203.245,2683.645,556.682,3354.638,1185.132,1513.428,1207.404,1246.068,4176.678,479.588,2205.561,1577.162,1717.991,2149.559,1403.778,1163.39,1826.018,739.654,4061.803
,21_s2m5_cell 57,cell 3575,1584.573,1442.16,564.331,317.646,1541.832,2157.436,1525.331,293.249,3120.763,874.697,2381.99,257.389,2439.274,7319.767,338.583,1894.014,9650.509,11625.853,582.986
,21_s2m5_cell 58,cell 3576,903.861,2070.363,1707.59,3177.572,1141.289,1451.997,1132.758,1228.965,2502.634,442.826,2245.879,1630.233,1604.097,1968.31,1443.089,1148.003,1609.504,538.333,4127.209
,21_s2m5_cell 59,cell 3577,849.495,2203.606,2061.646,2207.426,1155.38,1456.699,1164.665,906.787,2171.239,492.441,2253.048,1535.378,1564.221,1846.678,1475.122,1133.024,1617.859,804.676,3679.258
,21_s2m5_cell 60,cell 3578,1220.809,2279.575,746.219,3381.979,1251.064,1620.961,1563.427,1344.148,4416.388,462.661,2233.444,1695.841,1682.545,2145.921,1518.809,1252.554,1700.358,713.966,4514.309
,21_s2m5_cell 61,cell 3579,1206.724,1629.209,626,245.865,1894.224,1508.832,1041.064,197.372,2327.214,629.839,2223.587,209.605,1797.819,1657.605,244.145,1197.944,1785.168,919,364.622
,21_s2m5_cell 62,cell 3580,959.677,2785.755,2940.645,2346.65,1192.125,1457.52,1066.292,973.062,2261.048,538.427,2268.505,1456.312,1578.292,1817.795,1379.812,1194.172,1198.922,499.112,3741.282
,21_s2m5_cell 63,cell 3581,1035.083,2615.477,2515.596,3905.815,1237.53,1491.192,1125.99,1533.109,2433.207,454.058,2269.37,2007.538,1672.275,2011.815,1732.389,1244.513,1304.302,536.389,5069.956
,21_s2m5_cell 64,cell 3582,1183.522,3244.476,834.048,3226.574,1218.698,1623.867,1156.069,1235.952,2919.985,487.071,2266.873,1636.565,1748.297,2811.314,1472.661,1241.162,1590.447,877.615,4082.78
,21_s2m5_cell 65,cell 3583,1145.349,1648.482,607.989,240.289,1887.386,1514.908,1061.965,197.195,2259.125,621.75,2230.276,209.621,1817.136,1682.051,249.379,1213.754,1915.299,1058.565,365.84
,21_s2m5_cell 66,cell 3584,1188.003,2916.987,3274.855,4355.539,1294.528,1553.714,1172.142,1646.606,2620.966,510.257,2338.098,2124.925,1883.447,1977.41,1954.478,1316.552,1984.932,578.068,5942.77
,21_s2m5_cell 67,cell 3585,1367.384,4300.099,749.375,3802.686,1281.635,1581.883,1207.374,1390.958,4166.263,510.563,2301.097,1749.549,2940.77,2254.436,1609.533,2075.878,2889.601,1199.731,4969.737
,21_s2m5_cell 68,cell 3586,1307.075,1686.777,599.027,264.013,1571.209,1815.201,1082.82,224.523,2553.241,704.442,2260.678,221.507,1932.496,1866.383,281.257,1432.375,2637.665,992.029,404.523
,21_s2m5_cell 69,cell 3587,1147.313,2857.884,2957.186,4123.108,1329.789,1547.87,1147.72,1483.929,2692.494,536.165,2338.691,2049.266,1973.895,1989.138,1977.616,1302.105,1893.35,612.653,5891.634
,21_s2m5_cell 70,cell 3588,1104.15,1672.577,571.629,239.163,1496.552,1474.012,1038.957,191.359,2255.138,505.914,2176.755,205.583,1759.374,1663.626,252.733,1176.049,2489.282,1120.132,357.917
,21_s2m5_cell 71,cell 3589,1783.16,4864.961,727.894,5064.414,1309.784,1616.765,1164.257,1770.568,3167.775,518.888,2300.11,2009.25,2042.788,2183.821,1859.922,1659.358,1977.857,814.855,6038.21
,21_s2m5_cell 72,cell 3590,1849.787,2030.538,605.732,343.117,1576.679,1637.591,1226.028,300.347,3287.787,701.73,2491.36,259.062,2391.17,34361.066,342.517,2998.883,3778.226,3794.638,595.355
,21_s2m5_cell 73,cell 3591,1180.488,3418.753,4048.614,4850.163,1294.142,1565.033,1191.993,1758.807,2701.995,503.377,2336.342,2427.956,1913.849,1960.17,2241.679,1303.288,1930.379,856.595,5989.577
,21_s2m5_cell 74,cell 3592,1216.519,1781.101,750.382,4773.556,1308.002,1793.039,1325.403,1556.82,3844.403,490.573,2274.067,1782.29,2398.472,3432.7,1686.522,1400.959,3041.438,1217.721,5367.684
,21_s2m5_cell 75,cell 3593,1185.156,1651.969,689.741,253.649,1527.466,1601.151,1141.949,211.806,2589.998,627.289,2252.434,210.438,1768.094,1791.767,262.115,1204.227,1925.494,995.005,369.071
,21_s2m5_cell 76,cell 3594,1449.228,1746.655,574.358,362.693,1487.327,1549.109,1115.563,322.413,3207.628,694.718,2442.319,364.988,2330.661,32911.602,482.635,2325.643,3276.692,3192.597,1172.574
,21_s2m5_cell 77,cell 3595,1181.668,3161.471,3378.329,3614.663,1302.297,1519.497,1175.735,1314.765,2688.719,638.521,2315.596,1996.39,1886.698,2029.235,1885.743,1276.81,2188.647,1748.682,4650.687
,21_s2m5_cell 78,cell 3596,1227.335,3883.783,4043.32,5922.872,1335.047,1576.982,1450.15,1843.341,3252.562,510.604,2362.083,2251.576,2393.093,2265.677,2034.398,1459.347,2493.992,951.669,6407.294
,21_s2m5_cell 79,cell 3597,1216.326,2457.416,752.601,3790.557,1309.046,1713.94,1671.73,1435.183,4834.374,513.593,2301.771,1679.46,2095.532,2789.279,1571.925,1523.828,3238.368,2332.701,4774.47
,21_s2m5_cell 80,cell 3598,1174.403,1717.148,690.049,256.135,1522.312,1598.106,1130.385,211.296,2726.531,650.073,2254.715,210.024,2011.392,1838.659,266.221,1295.827,2842.155,1066.805,379.502
,21_s2m5_cell 81,cell 3599,1031.358,2989.453,2955.651,3367.598,1400.937,1598.82,1194.359,1329.81,3012.5,578.364,2358.057,1935.02,2343.096,2288.532,1843.977,1351.219,3017.196,803.919,5099.492
,21_s2m5_cell 82,cell 3600,1267.448,2205.704,828.789,4538.585,1318.439,1978.345,1323.244,1620.493,3662.099,480.585,2276.698,1818.304,2428.914,4686.09,1626.384,1398.23,2791.587,912.46,5709.631
,21_s2m5_cell 83,cell 3601,1164.274,1709.729,663.361,263.51,1662.669,1791.402,1172.36,215.134,2837.279,807.59,2294.08,211.46,2013.766,1932.591,270.522,1413.442,2337.468,1340.489,381.364
,21_s2m5_cell 84,cell 3602,1342.475,1621.811,566.101,436.656,1422.906,1634.292,1157.35,352.382,3072.753,673.164,2446.423,536.597,2264.134,31084.459,672.998,2821.18,3008.99,3028.129,1847.48
,21_s2m5_cell 85,cell 3603,919.698,3205.237,3726.022,3050.679,1433.299,1486.109,1186.875,1152.308,2881.175,597.511,2368.302,1742.969,2186.062,2099.442,1729.514,1297.635,2014.408,718.583,4477.636
,21_s2m5_cell 86,cell 3604,1371.493,3216.573,682.732,4337.897,1319.631,1729.822,1384.28,1486.177,4616.01,900.371,2374.417,1716.734,2801.577,3213.407,1652.066,1419.284,3546.829,1553.44,4997.791
,21_s2m5_cell 87,cell 3605,974.823,3925.454,2972.72,4118.021,1258.441,1521.515,1180.422,1510.467,3139.422,607.72,2330.253,1849.966,2534.765,2279.95,1752.464,1296.805,2382.346,612.219,5411.507
,21_s2m5_cell 88,cell 3606,1162.8,3093.927,3475.518,3141.318,1538.706,1502.464,1198.464,1164.055,3009.073,711.787,2404.956,1665.644,2106.642,2112.676,1687.182,1365.662,1648.696,823.148,4348.441
,21_s2m5_cell 89,cell 3607,1116.335,3084.71,3778.241,4569.912,1317.879,1496.084,1262.991,1568.276,3200.387,1020.797,2424.925,1875.619,2142.167,2595.98,1778.771,1401.981,1824.583,727.013,5331.278
,21_s2m5_cell 90,cell 3608,1236.475,2034.104,710.996,4014.868,1297.408,1523.783,1178.767,1441.41,3586.921,4590.649,3051.033,1680.734,2989.037,5279.018,1589.162,1362.744,3706.724,1228.03,5002.607
,21_s2m5_cell 91,cell 3609,1185.319,1509.454,525.441,340.361,1374.828,1536.291,1170.109,305.735,3075.214,742.652,2473.051,284.818,2347.524,36097.566,393.661,2563.633,3799.553,3866.08,830.661
,21_s2m5_cell 92,cell 3610,1381.08,3541.333,4114.62,3821.395,1491.39,1551.738,1308.818,1325.892,3323.147,573.198,2420.04,1610.935,2284.252,2266.583,1617.062,1523.805,1851.645,1065.05,3992.677
,21_s2m5_cell 93,cell 3611,1194.611,1783.269,738.339,280.809,1543.343,1777.136,1138.062,214.364,2832.485,729.398,2279.269,223.562,2229.88,1991.812,283.519,1674.182,2948.472,1058.907,404.336
,21_s2m5_cell 94,cell 3612,1206.24,1541.99,621.294,872.12,1397.751,1469.343,1043.971,468.576,2931.802,667.816,2415.01,643.337,2097.78,28896.602,756.939,1606.968,2145.806,1712.123,2148.366
,21_s2m5_cell 95,cell 3613,1328.004,4707.45,2614.182,4897.784,1382.885,1590.176,1253.62,1687.374,3215.813,590.236,2372.056,2036.746,2608.191,2584.122,1906.993,1648.031,2865.838,1205.513,6270.354
,21_s2m5_cell 96,cell 3614,1238.992,3800.866,4736.492,3974.66,1461.294,1590.865,1198.444,1370.78,3051.831,821.274,2438.87,2125.013,2219.677,2775.711,2038.914,1354.688,2042.299,999.073,4887.179
,21_s2m5_cell 97,cell 3615,1373.889,3592.471,826.904,4846.392,1348.092,1732.571,1569.93,1704.344,4492.837,658.671,2329.987,1905.275,2882.063,2791.078,1782.196,1991.58,3052.27,1934.142,6227.711
,21_s2m5_cell 98,cell 3616,1233.177,1766.269,642.652,271.62,1636.953,1614.823,1100.62,205.639,2652.101,612.911,2221.978,219.601,2113.747,1769.057,268.804,1331.497,2391.497,1342.804,370.854
,21_s2m5_cell 99,cell 3617,1281.114,5420.839,4005.54,5844.379,1401.287,1618.802,1192.168,1910.777,3264.156,617.416,2365.542,2230.314,2885.55,3808.77,2056.314,1437.502,2617.428,814.926,6528.314
,21_s2m5_cell 100,cell 3618,1646.231,6197.063,2209.891,5708.63,1428.849,1718.342,1520.283,1855.996,3701.476,2252.382,2659.197,1883.478,3012.035,5207.163,1746.284,4280.171,6618.805,7001.063,5909.899
,21_s2m5_cell 101,cell 3619,1134.754,3109.032,3558.955,4190.825,1376.916,1526.321,1197.912,1468.25,2847.896,650.391,2357.372,2242.312,2170.431,2378.014,2028.624,1368.525,2667.681,1375.313,5718.364
,21_s2m5_cell 102,cell 3620,1285.829,1734.757,741.169,269.535,1611.342,1504.593,1135.817,209.827,2486.637,672.664,2262.954,211,2257.993,1729.111,256.944,1315.127,3231.456,1326.641,373.162
,21_s2m5_cell 103,cell 3621,1556.442,1788.994,597.98,373.102,1543.959,2010.994,1521.814,322.334,3433.622,908.02,2492.023,359.776,2622.392,32918.109,495.512,2369.23,4733.16,5260.561,1092.093
,21_s2m5_cell 104,cell 3622,2340.066,4909.468,719.606,5296.199,1420.962,1684.016,1356.074,1822.805,4277.689,1557.881,2468.231,1934.056,2212.596,4615.101,1762.884,1737.683,2707.763,2150.789,5906.303
,21_s2m5_cell 105,cell 3623,1127.439,1685.042,664.577,266.841,1466.825,1453.836,1048.376,204.529,2363.91,705.836,2233.86,204.111,2126.455,1689.439,248.931,1259.148,3035.603,1204.627,368.447
,21_s2m5_cell 106,cell 3624,1043.159,3653.255,3888.576,3371.379,1527.862,1563.274,1187.108,1153.761,2993.457,600.3,2387.754,1870.644,2229.838,2247.913,1741.354,1367.918,2305.037,1023.789,5217.661
,21_s2m5_cell 107,cell 3625,1415.963,2929.921,2786.532,3603.523,1343.919,1568.26,1284.979,1290.091,3254.065,540.945,2346.118,1511.78,2225.149,2915.917,1405.473,1594.332,8799.273,12375.636,4109.995
,21_s2m5_cell 108,cell 3626,1049.411,3079.36,1445.714,4870.292,1289.201,1668.044,1095.128,1694.416,3119.115,481.365,2270.686,2066.114,2584.446,4276.596,1864.37,1321.065,2660.67,1007.782,6111.25
,21_s2m5_cell 109,cell 3627,776.427,1207.334,535.863,2868.706,1279.19,1382.312,1001.779,1003.619,2557.894,519.467,2287.677,1406.307,1820.551,21956.896,1405.624,1469.529,1279.551,613.487,4330.188
,21_s2m5_cell 110,cell 3628,1104.174,1580.79,661.297,263.135,1478.493,1434.275,1080.48,207.827,2513.408,558.899,2207.025,203.888,2120.448,1670.052,252.917,1266.509,3113.633,1035.779,370.649
,21_s2m5_cell 111,cell 3629,1196.352,1570.841,704.294,3598.783,1586.542,1721.328,1073.987,1010.823,2751.942,896.042,2301.217,1301.952,1961.458,2112.291,1322.481,1431.775,1761.905,1128.071,3370.442
,21_s2m5_cell 112,cell 3630,1125.031,5112.581,7091.905,4609.758,1375.918,1520.553,1341.733,1486.093,2824.897,527.224,2414.234,2102.388,2091.892,2084.892,2014.362,1390.586,1820.573,795.077,5593.45
