ROI number,Brn3a-_neg,CalR+,MEIS2+,CAVIII+,FOXP2+,Syt6+,Syt10+,Satb2+,RBPMS+,Pvalb_neg,CalB_neg,,RBPMS,Satb2+,Syt10+,Syt6+,FoxP2+,Ca8,MEIS2+,CalR,Brn3a,PValB,CalB,all,Cluster Assignment,,,,,,,,,,
2802,0,1,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,CalR+/,Brn3a+,PValB+,CalB+,GC///////CalR+/Brn3a+PValB+CalB+,20,,,,,,,,,,
2803,0,0,0,0,0,0,0,0,0,0,0,,AC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,AC////////Brn3a+PValB+CalB+,27,,,,,,,,,,
2804,1,0,0,0,0,0,0,0,0,0,1,,AC/,/,/,/,/,/,/,/,/,PValB+,/,AC/////////PValB+/,9,,,,,,,,,,
2805,1,0,0,0,0,0,0,0,0,0,1,,AC/,/,/,/,/,/,/,/,/,PValB+,/,AC/////////PValB+/,9,,,,,,,,,,
2806,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2807,0,1,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,CalR+/,Brn3a+,PValB+,CalB+,GC///////CalR+/Brn3a+PValB+CalB+,20,,,,,,,,,,
2808,0,0,0,0,0,0,0,0,0,0,0,,AC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,AC////////Brn3a+PValB+CalB+,27,,,,,,,,,,
2809,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2810,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2811,0,1,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,CalR+/,Brn3a+,PValB+,CalB+,GC///////CalR+/Brn3a+PValB+CalB+,20,,,,,,,,,,
2812,0,0,0,0,0,0,0,0,0,0,1,,AC/,/,/,/,/,/,/,/,Brn3a+,PValB+,/,AC////////Brn3a+PValB+/,18,,,,,,,,,,
2813,1,0,0,0,0,0,0,0,0,0,0,,AC/,/,/,/,/,/,/,/,/,PValB+,CalB+,AC/////////PValB+CalB+,7,,,,,,,,,,
2814,1,0,0,0,0,0,0,0,0,0,0,,AC/,/,/,/,/,/,/,/,/,PValB+,CalB+,AC/////////PValB+CalB+,7,,,,,,,,,,
2815,1,0,0,0,1,0,1,0,0,0,0,,AC/,/,Syt10+/,/,FoxP2+/,/,/,/,/,PValB+,CalB+,AC//Syt10+//FoxP2+/////PValB+CalB+,6,,,,,,,,,,
2816,0,0,0,0,0,1,0,0,0,0,0,,AC/,/,/,Syt6+/,/,/,/,/,Brn3a+,PValB+,CalB+,AC///Syt6+/////Brn3a+PValB+CalB+,1,,,,,,,,,,
2817,1,0,0,0,0,0,0,0,0,0,1,,AC/,/,/,/,/,/,/,/,/,PValB+,/,AC/////////PValB+/,9,,,,,,,,,,
2818,1,0,0,0,0,0,0,0,0,0,1,,AC/,/,/,/,/,/,/,/,/,PValB+,/,AC/////////PValB+/,9,,,,,,,,,,
2819,1,0,0,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,/,/,/,/,/,AC///////////,16,,,,,,,,,,
2820,0,0,0,0,1,0,0,0,1,0,0,,GC/,/,/,/,FoxP2+/,/,/,/,Brn3a+,PValB+,CalB+,GC////FoxP2+////Brn3a+PValB+CalB+,12,,,,,,,,,,
2821,1,0,0,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,/,/,/,/,/,AC///////////,16,,,,,,,,,,
2822,1,0,0,0,0,0,0,0,0,0,1,,AC/,/,/,/,/,/,/,/,/,PValB+,/,AC/////////PValB+/,9,,,,,,,,,,
2823,1,0,0,0,0,0,0,0,0,0,1,,AC/,/,/,/,/,/,/,/,/,PValB+,/,AC/////////PValB+/,9,,,,,,,,,,
2824,1,0,0,0,0,0,0,0,0,0,0,,AC/,/,/,/,/,/,/,/,/,PValB+,CalB+,AC/////////PValB+CalB+,7,,,,,,,,,,
2825,1,0,0,0,0,0,0,0,0,0,1,,AC/,/,/,/,/,/,/,/,/,PValB+,/,AC/////////PValB+/,9,,,,,,,,,,
2826,1,0,0,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,/,/,/,/,/,AC///////////,16,,,,,,,,,,
2827,1,0,0,0,0,0,0,0,0,0,1,,AC/,/,/,/,/,/,/,/,/,PValB+,/,AC/////////PValB+/,9,,,,,,,,,,
2828,1,0,0,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,/,/,/,/,/,AC///////////,16,,,,,,,,,,
2829,1,0,0,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,/,/,/,/,/,AC///////////,16,,,,,,,,,,
2830,0,0,0,0,0,1,0,0,0,0,0,,AC/,/,/,Syt6+/,/,/,/,/,Brn3a+,PValB+,CalB+,AC///Syt6+/////Brn3a+PValB+CalB+,1,,,,,,,,,,
2831,0,0,0,0,1,0,0,0,1,0,0,,GC/,/,/,/,FoxP2+/,/,/,/,Brn3a+,PValB+,CalB+,GC////FoxP2+////Brn3a+PValB+CalB+,12,,,,,,,,,,
2832,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2833,1,0,0,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,/,/,/,/,/,AC///////////,16,,,,,,,,,,
2834,1,0,0,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,/,/,/,/,/,AC///////////,16,,,,,,,,,,
2835,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2836,1,0,0,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,/,/,/,/,/,AC///////////,16,,,,,,,,,,
2837,1,0,0,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,/,/,/,/,/,AC///////////,16,,,,,,,,,,
2838,1,0,0,0,0,0,0,0,0,0,0,,AC/,/,/,/,/,/,/,/,/,PValB+,CalB+,AC/////////PValB+CalB+,7,,,,,,,,,,
2839,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2840,0,1,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,CalR+/,Brn3a+,PValB+,CalB+,GC///////CalR+/Brn3a+PValB+CalB+,20,,,,,,,,,,
2841,0,1,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,CalR+/,Brn3a+,PValB+,CalB+,GC///////CalR+/Brn3a+PValB+CalB+,20,,,,,,,,,,
2842,1,0,0,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,/,/,/,/,/,AC///////////,16,,,,,,,,,,
2843,1,0,0,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,/,/,/,/,/,AC///////////,16,,,,,,,,,,
2844,1,0,0,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,/,/,/,/,/,AC///////////,16,,,,,,,,,,
2845,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2846,1,0,0,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,/,/,/,/,/,AC///////////,16,,,,,,,,,,
2847,0,0,0,0,0,1,0,0,0,0,0,,AC/,/,/,Syt6+/,/,/,/,/,Brn3a+,PValB+,CalB+,AC///Syt6+/////Brn3a+PValB+CalB+,1,,,,,,,,,,
2848,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2849,1,0,0,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,/,/,/,/,/,AC///////////,16,,,,,,,,,,
2850,0,0,0,0,0,1,0,0,0,0,0,,AC/,/,/,Syt6+/,/,/,/,/,Brn3a+,PValB+,CalB+,AC///Syt6+/////Brn3a+PValB+CalB+,1,,,,,,,,,,
2851,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2852,0,0,0,0,0,1,0,0,0,0,0,,AC/,/,/,Syt6+/,/,/,/,/,Brn3a+,PValB+,CalB+,AC///Syt6+/////Brn3a+PValB+CalB+,1,,,,,,,,,,
2853,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2854,1,0,0,0,0,0,0,0,0,0,1,,AC/,/,/,/,/,/,/,/,/,PValB+,/,AC/////////PValB+/,9,,,,,,,,,,
2855,1,0,0,0,0,1,0,0,1,0,0,,GC/,/,/,Syt6+/,/,/,/,/,/,PValB+,CalB+,GC///Syt6+//////PValB+CalB+,1,,,,,,,,,,
2856,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2857,1,0,0,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,/,/,/,/,/,AC///////////,16,,,,,,,,,,
2858,1,0,0,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,/,/,/,/,/,AC///////////,16,,,,,,,,,,
2859,1,0,0,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,/,/,/,/,/,AC///////////,16,,,,,,,,,,
2860,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2861,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2862,1,0,0,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,/,/,/,/,/,AC///////////,16,,,,,,,,,,
2863,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2864,1,0,0,0,0,0,0,0,0,1,0,,AC/,/,/,/,/,/,/,/,/,/,CalB+,AC//////////CalB+,17,,,,,,,,,,
2865,1,0,0,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,/,/,/,/,/,AC///////////,16,,,,,,,,,,
2866,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2867,1,0,0,0,0,0,0,0,0,1,0,,AC/,/,/,/,/,/,/,/,/,/,CalB+,AC//////////CalB+,17,,,,,,,,,,
2868,0,0,0,0,0,0,0,0,0,1,0,,AC/,/,/,/,/,/,/,/,Brn3a+,/,CalB+,AC////////Brn3a+/CalB+,29,,,,,,,,,,
2869,1,0,0,0,0,0,0,0,0,1,0,,AC/,/,/,/,/,/,/,/,/,/,CalB+,AC//////////CalB+,17,,,,,,,,,,
2870,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2871,0,0,0,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,/,/,Brn3a+,/,/,AC////////Brn3a+//,25,,,,,,,,,,
2872,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2873,1,0,0,0,0,0,1,0,0,1,0,,AC/,/,Syt10+/,/,/,/,/,/,/,/,CalB+,AC//Syt10+////////CalB+,6,,,,,,,,,,
2874,1,0,0,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,/,/,/,/,/,AC///////////,16,,,,,,,,,,
2875,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2876,1,0,0,0,0,0,0,0,0,1,0,,AC/,/,/,/,/,/,/,/,/,/,CalB+,AC//////////CalB+,17,,,,,,,,,,
2877,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2878,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2879,0,0,0,0,0,0,0,0,0,0,0,,AC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,AC////////Brn3a+PValB+CalB+,27,,,,,,,,,,
2880,0,0,0,0,0,1,0,0,1,0,0,,GC/,/,/,Syt6+/,/,/,/,/,Brn3a+,PValB+,CalB+,GC///Syt6+/////Brn3a+PValB+CalB+,1,,,,,,,,,,
2881,0,0,0,0,0,0,0,0,0,0,0,,AC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,AC////////Brn3a+PValB+CalB+,27,,,,,,,,,,
2882,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2883,0,0,0,0,0,0,0,0,0,0,1,,AC/,/,/,/,/,/,/,/,Brn3a+,PValB+,/,AC////////Brn3a+PValB+/,18,,,,,,,,,,
2884,0,0,0,0,0,1,0,0,0,1,1,,AC/,/,/,Syt6+/,/,/,/,/,Brn3a+,/,/,AC///Syt6+/////Brn3a+//,2,,,,,,,,,,
2885,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2886,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2887,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2888,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2889,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2890,1,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,/,PValB+,CalB+,GC/////////PValB+CalB+,0,,,,,,,,,,
2891,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2892,1,0,0,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,/,/,/,/,/,AC///////////,16,,,,,,,,,,
2893,1,0,0,0,0,0,0,0,0,0,0,,AC/,/,/,/,/,/,/,/,/,PValB+,CalB+,AC/////////PValB+CalB+,7,,,,,,,,,,
2894,0,0,0,0,0,0,0,0,0,1,0,,AC/,/,/,/,/,/,/,/,Brn3a+,/,CalB+,AC////////Brn3a+/CalB+,29,,,,,,,,,,
2895,0,0,0,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,/,/,Brn3a+,/,/,AC////////Brn3a+//,25,,,,,,,,,,
2896,1,0,0,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,/,/,/,/,/,AC///////////,16,,,,,,,,,,
2897,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2898,1,0,0,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,/,/,/,/,/,AC///////////,16,,,,,,,,,,
2899,1,0,0,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,/,/,/,/,/,AC///////////,16,,,,,,,,,,
2900,1,0,0,0,0,0,0,0,0,1,0,,AC/,/,/,/,/,/,/,/,/,/,CalB+,AC//////////CalB+,17,,,,,,,,,,
2901,1,0,0,0,0,0,0,0,0,1,0,,AC/,/,/,/,/,/,/,/,/,/,CalB+,AC//////////CalB+,17,,,,,,,,,,
2902,1,0,0,0,0,0,0,0,0,0,1,,AC/,/,/,/,/,/,/,/,/,PValB+,/,AC/////////PValB+/,9,,,,,,,,,,
2903,1,0,0,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,/,/,/,/,/,AC///////////,16,,,,,,,,,,
2904,1,0,0,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,/,/,/,/,/,AC///////////,16,,,,,,,,,,
2905,1,0,0,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,/,/,/,/,/,AC///////////,16,,,,,,,,,,
2906,1,0,0,0,0,0,0,0,0,0,0,,AC/,/,/,/,/,/,/,/,/,PValB+,CalB+,AC/////////PValB+CalB+,7,,,,,,,,,,
2907,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2908,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2909,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2910,1,0,0,0,0,0,0,0,0,0,1,,AC/,/,/,/,/,/,/,/,/,PValB+,/,AC/////////PValB+/,9,,,,,,,,,,
2911,1,0,0,0,0,0,0,0,0,1,0,,AC/,/,/,/,/,/,/,/,/,/,CalB+,AC//////////CalB+,17,,,,,,,,,,
2912,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2913,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2914,0,0,0,0,0,1,0,0,0,0,0,,AC/,/,/,Syt6+/,/,/,/,/,Brn3a+,PValB+,CalB+,AC///Syt6+/////Brn3a+PValB+CalB+,1,,,,,,,,,,
2915,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2916,1,0,0,0,0,1,0,0,0,1,1,,AC/,/,/,Syt6+/,/,/,/,/,/,/,/,AC///Syt6+////////,2,,,,,,,,,,
2917,0,0,0,0,0,0,0,0,0,0,0,,AC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,AC////////Brn3a+PValB+CalB+,27,,,,,,,,,,
2918,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2919,1,0,0,0,0,0,0,0,0,1,0,,AC/,/,/,/,/,/,/,/,/,/,CalB+,AC//////////CalB+,17,,,,,,,,,,
2920,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2921,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2922,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2923,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2924,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2925,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2926,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2927,0,0,0,1,0,0,0,0,1,0,0,,GC/,/,/,/,/,Ca8+/,/,/,Brn3a+,PValB+,CalB+,GC/////Ca8+///Brn3a+PValB+CalB+,8,,,,,,,,,,
2928,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2929,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2930,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2931,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2932,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2933,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2934,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2935,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2936,0,0,0,0,0,0,0,0,0,0,0,,AC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,AC////////Brn3a+PValB+CalB+,27,,,,,,,,,,
2937,0,0,0,0,0,1,0,0,0,0,0,,AC/,/,/,Syt6+/,/,/,/,/,Brn3a+,PValB+,CalB+,AC///Syt6+/////Brn3a+PValB+CalB+,1,,,,,,,,,,
2938,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2939,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2940,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2941,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2942,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2943,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2944,1,0,0,0,0,0,0,0,0,0,0,,AC/,/,/,/,/,/,/,/,/,PValB+,CalB+,AC/////////PValB+CalB+,7,,,,,,,,,,
2945,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2946,1,0,0,0,0,0,0,0,0,0,0,,AC/,/,/,/,/,/,/,/,/,PValB+,CalB+,AC/////////PValB+CalB+,7,,,,,,,,,,
2947,1,0,0,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,/,/,/,/,/,AC///////////,16,,,,,,,,,,
2948,1,0,0,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,/,/,/,/,/,AC///////////,16,,,,,,,,,,
2949,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2950,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2951,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2952,1,0,0,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,/,/,/,/,/,AC///////////,16,,,,,,,,,,
2953,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2954,0,0,0,0,0,1,0,0,0,0,0,,AC/,/,/,Syt6+/,/,/,/,/,Brn3a+,PValB+,CalB+,AC///Syt6+/////Brn3a+PValB+CalB+,1,,,,,,,,,,
2955,1,0,0,0,0,1,1,0,0,1,1,,AC/,/,Syt10+/,Syt6+/,/,/,/,/,/,/,/,AC//Syt10+/Syt6+////////,2,,,,,,,,,,
2956,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2957,0,0,0,0,0,1,0,0,0,1,1,,AC/,/,/,Syt6+/,/,/,/,/,Brn3a+,/,/,AC///Syt6+/////Brn3a+//,2,,,,,,,,,,
2958,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2959,0,0,0,0,0,0,0,0,0,0,0,,AC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,AC////////Brn3a+PValB+CalB+,27,,,,,,,,,,
2960,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2961,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
2962,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
