0,1
0,2
0,3
0,4
0,10
0,11
0,12
0,13
0,14
0,16
0,17
0,18
0,22
0,23
0,29
0,30
0,32
0,33
0,34
0,36
0,38
0,41
0,42
0,43
0,44
0,51
1,6
1,7
1,8
1,26
2,25
2,28
3,15
3,24
3,39
4,20
4,31
4,40
4,45
4,46
4,50
4,52
5,5
5,9
5,27
5,35
5,37
5,47
5,48
5,49
6,19
6,21
