sheet0_wave_01,0
sheet0_wave_02,0
sheet0_wave_03,1
sheet0_wave_04,1
sheet0_wave_05,0
sheet0_wave_06,1
sheet0_wave_07,1
sheet0_wave_08,1
sheet0_wave_09,0
sheet0_wave_10,1
sheet0_wave_11,1
sheet0_wave_12,1
sheet0_wave_13,1
sheet0_wave_14,1
sheet0_wave_15,0
sheet0_wave_16,0
sheet0_wave_17,0
sheet0_wave_18,0
sheet0_wave_19,0
sheet0_wave_20,1
sheet0_wave_21,0
sheet0_wave_22,1
sheet0_wave_23,0
sheet0_wave_24,1
sheet0_wave_25,1
sheet0_wave_26,0
sheet0_wave_27,1
sheet0_wave_28,0
sheet0_wave_29,1
sheet0_wave_30,1
sheet0_wave_31,1
sheet0_wave_32,1
sheet0_wave_33,1
sheet0_wave_34,0
sheet0_wave_35,0
sheet0_wave_36,1
sheet0_wave_37,0
sheet0_wave_38,1
sheet0_wave_39,7
sheet0_wave_40,1
sheet0_wave_41,0
sheet0_wave_42,1
sheet0_wave_43,1
sheet0_wave_44,1
sheet0_wave_45,1
sheet0_wave_46,0
sheet0_wave_47,1
sheet0_wave_48,1
sheet0_wave_49,1
sheet0_wave_50,1
sheet0_wave_51,2
sheet0_wave_52,0
sheet0_wave_53,1
sheet0_wave_54,0
sheet0_wave_55,1
sheet0_wave_56,1
sheet0_wave_57,1
sheet0_wave_58,1
sheet0_wave_59,1
sheet0_wave_60,0
sheet0_wave_61,1
sheet0_wave_62,1
sheet0_wave_63,1
sheet0_wave_64,0
sheet0_wave_65,1
sheet0_wave_66,1
sheet0_wave_67,1
sheet0_wave_68,1
sheet0_wave_69,0
sheet0_wave_70,1
sheet0_wave_71,1
sheet0_wave_72,1
sheet0_wave_73,1
sheet0_wave_74,1
sheet0_wave_75,0
sheet0_wave_76,1
sheet0_wave_77,1
sheet0_wave_78,1
sheet0_wave_79,1
sheet0_wave_80,1
sheet0_wave_81,0
sheet0_wave_82,0
sheet0_wave_83,1
sheet0_wave_84,1
sheet0_wave_86,1
sheet0_wave_87,1
sheet0_wave_88,1
sheet0_wave_89,1
sheet0_wave_90,1
sheet0_wave_91,1
sheet0_wave_92,0
sheet0_wave_93,1
sheet0_wave_94,0
sheet0_wave_95,0
sheet0_wave_96,1
sheet0_wave_97,1
sheet0_wave_98,1
sheet0_wave_99,1
sheet0_wave_100,1
sheet0_wave_101,1
sheet0_wave_102,1
sheet0_wave_103,1
sheet0_wave_104,0
sheet0_wave_105,1
sheet0_wave_106,0
sheet0_wave_107,0
sheet0_wave_108,1
sheet0_wave_109,1
sheet0_wave_110,1
sheet0_wave_111,1
sheet0_wave_112,0
sheet0_wave_113,1
sheet0_wave_114,1
sheet0_wave_115,1
sheet0_wave_116,1
sheet0_wave_117,1
sheet0_wave_118,1
sheet0_wave_119,0
sheet0_wave_120,1
sheet0_wave_121,1
sheet0_wave_122,1
sheet0_wave_124,1
sheet0_wave_125,1
sheet0_wave_126,1
sheet0_wave_127,1
sheet0_wave_128,1
sheet0_wave_129,1
sheet0_wave_130,0
sheet0_wave_131,1
sheet0_wave_132,1
sheet0_wave_133,1
sheet0_wave_134,1
sheet0_wave_135,1
sheet0_wave_136,1
sheet0_wave_137,1
sheet0_wave_138,0
sheet0_wave_139,1
sheet0_wave_140,1
sheet0_wave_141,1
sheet0_wave_142,0
sheet0_wave_143,1
sheet0_wave_144,0
sheet0_wave_145,1
sheet0_wave_146,1
sheet0_wave_147,0
sheet0_wave_148,0
sheet0_wave_149,1
sheet0_wave_150,0
sheet0_wave_151,1
sheet0_wave_152,1
sheet0_wave_153,0
sheet0_wave_154,1
sheet0_wave_155,1
sheet0_wave_156,1
sheet0_wave_157,1
