1,0
2,0
3,0
4,0
5,1
6,5
7,5
8,5
9,1
10,0
11,0
12,0
13,0
14,0
15,2
16,0
17,0
18,0
19,4
20,3
21,4
22,0
23,0
24,2
25,6
26,5
27,1
28,6
29,0
30,0
31,3
32,0
33,0
34,0
35,1
36,0
37,1
38,0
39,2
40,3
41,0
42,0
43,0
44,0
45,3
46,3
47,1
48,1
49,1
50,3
51,0
52,3
