1,0
2,0
3,0
4,0
5,5
6,1
7,1
8,1
9,5
10,0
11,0
12,0
13,0
14,0
15,3
16,0
17,0
18,0
19,6
20,4
21,6
22,0
23,0
24,3
25,2
26,1
27,5
28,2
29,0
30,0
31,4
32,0
33,0
34,0
35,5
36,0
37,5
38,0
39,3
40,4
41,0
42,0
43,0
44,0
45,4
46,4
47,5
48,5
49,5
50,4
51,0
52,4
