0,1
0,2
0,3
0,4
0,10
0,11
0,12
0,13
0,14
0,16
0,17
0,18
0,22
0,23
0,29
0,30
0,32
0,33
0,34
0,36
0,38
0,41
0,42
0,43
0,44
0,51
1,5
1,9
1,27
1,35
1,37
1,47
1,48
1,49
2,15
2,24
2,39
3,20
3,31
3,40
3,45
3,46
3,50
3,52
4,19
4,21
5,6
5,7
5,8
5,26
6,25
6,28
